GENE_ID	SYMBOL	ANNOTATION_ID	read01	read02	read03	read04	read05	read06	read07	read08
FBgn0000046	Act87E	CG18290	19.6266830867704	19.519017836284	15.7963808744702	10.7335614865388	23.7185636147268	20.7556102292227	16.692741121661	11.7698836159669
FBgn0000047	Act88F	CG5178	0	0	0	0	0	0	0	0
FBgn0000052	Pfas	CG9127	0	0	0.987273804654386	0	0	0	0	0
FBgn0000053	Gart	CG31628	2.94400246301556	2.9278526754426	3.94909521861755	0.97577831695807	1.9765469678939	0.988362391867748	3.92770379333199	2.94247090399171
FBgn0000055	Adh	CG3481	0	0	0	0	0	0	0	0
FBgn0000056	Adhr	CG3484	0	0	0	0	0	0	0	0
FBgn0000057	adp	CG5124	0.98133415433852	0	0.987273804654386	0.97577831695807	1.9765469678939	0	0.981925948332997	0.980823634663904
FBgn0000061	al	CG3935	0	0	0	0	0	0	0	0
FBgn0000063	Mps1	CG7643	0	0	0	0	0	0	0	0
FBgn0000064	Ald1	CG6058	175.658813626595	172.743307851113	184.62020147037	149.294082494585	175.912680142557	172.963418576856	178.710522596606	153.008487007569
FBgn0000071	Ama	CG2198	0	0	0	0	0	0	0	0
FBgn0000075	amd	CG10501	0	0	0	0	0	0	0	0
FBgn0000077	amx	CG12127	0	0.9759508918142	1.97454760930877	0.97577831695807	0.988273483946949	0.988362391867748	0.981925948332997	0
FBgn0000078	Amy-d	CG17876	385.664322655038	430.394343290062	420.578640782769	407.875336488473	804.454615932816	844.061482655057	889.624909189695	870.971387581547
FBgn0000079	Amy-p	CG18730	1238.44370277521	1220.91456565956	1246.92681527849	1222.65023114846	1166.1627110574	1175.16288393075	1220.53395377792	1228.97201423387
FBgn0000083	AnxB9	CG5730	16.6826806237548	18.5430669444698	17.770928483779	16.5882313882872	16.8006492270981	15.813798269884	10.801185431663	13.7315308852947
FBgn0000084	AnxB10	CG9579	0	1.9519017836284	0	0	0.988273483946949	0	0	0
FBgn0000092	dyw	CG2650	0	0	0	0	0	0	0	0
FBgn0000094	Anp	CG1361	0	0	0	0	0	0	0	0
FBgn0000097	aop	CG3166	14.7200123150778	9.759508918142	9.87273804654386	10.7335614865388	14.8241022592042	11.860348702413	12.765037328329	12.7507072506308
FBgn0000100	RpLP0	CG7490	294.400246301556	313.280236272358	299.143962810279	303.46705657396	322.177155766705	284.648368857911	305.378969931562	306.016974015138
FBgn0000108	Appl	CG7727	0.98133415433852	1.9519017836284	0	0.97577831695807	0	1.9767247837355	0.981925948332997	0.980823634663904
FBgn0000109	Aprt	CG18315	7.85067323470816	6.8316562426994	3.94909521861755	4.87889158479035	7.90618787157559	5.93017435120649	3.92770379333199	7.84658907731123
FBgn0000114	bru1	CG31762	0	0	0.987273804654386	0	0	0	0	0
FBgn0000115	Arl1	CG6025	1.96266830867704	3.9038035672568	3.94909521861755	1.95155663391614	2.96482045184085	2.96508717560324	5.89155568999798	1.96164726932781
FBgn0000116	Argk1	CG32031	355.242963870544	314.256187164173	361.342212503505	300.539721623086	171.959586206769	141.335822037088	147.28889224995	184.394843316814
FBgn0000117	arm	CG11579	0	11.7114107017704	5.92364282792632	13.660896437413	4.94136741973474	5.93017435120649	6.87348163833098	5.88494180798343
FBgn0000119	arr	CG5912	0.98133415433852	0.9759508918142	0.987273804654386	0	2.96482045184085	0	0	0
FBgn0000120	Arr1	CG5711	0	0.9759508918142	0	0.97577831695807	0	0	0	0
FBgn0000121	Arr2	CG5962	0	0	0	0	0	0	0	0
FBgn0000137	ase	CG3258	0	0	0	0	0	0	0	0
FBgn0000139	ash2	CG6677	5.88800492603112	5.8557053508852	8.88546424188948	4.87889158479035	3.95309393578779	2.96508717560324	5.89155568999798	3.92329453865562
FBgn0000140	asp	CG6875	0.98133415433852	0	0	0	0	0	0	0
FBgn0000146	aub	CG6137	0	0	0	0	0	0	0	0
FBgn0000147	aurA	CG3068	0	0	0	0	0	0	0	0
FBgn0000150	awd	CG2210	109.909425285914	97.59508918142	119.460130363181	109.287171499304	96.850801426801	112.673312672923	97.2106688849667	110.833070717021
FBgn0000152	Axs	CG9703	0.98133415433852	0	0	0	0	0	0	0
FBgn0000153	b	CG7811	0	0	0.987273804654386	0	0	0	0	0
FBgn0000157	Dll	CG3629	0	0	0	0	0	0	0	0
FBgn0000158	bam	CG10422	0	0	0	0	0	0	0	0
FBgn0000163	baz	CG5055	7.85067323470816	8.7835580263278	10.8600118511982	9.7577831695807	9.88273483946949	4.94181195933874	10.801185431663	6.86576544264733
FBgn0000166	bcd	CG1034	0	0	0	0	0	0	0	0
FBgn0000173	ben	CG18319	74.5813957297275	82.955825804207	75.0328091537334	77.0864870396876	77.085331747862	71.1620922144779	82.4817796599718	68.6576544264733
FBgn0000179	bi	CG3578	0	0	0	0	0	0	0	0
FBgn0000180	bib	CG4722	0	0.9759508918142	0	0	0	0	0	0.980823634663904
FBgn0000181	bic	CG3644	56.9173809516342	71.2444151024366	60.2237020839176	60.4982556514004	52.3784946491883	78.0806289575521	68.7348163833098	59.8302417144982
FBgn0000182	BicC	CG4824	0	0	0	0	0	0	0	0
FBgn0000183	BicD	CG6605	8.83200738904668	6.8316562426994	16.7836546791246	10.7335614865388	8.89446135552254	12.8487110942807	16.692741121661	22.5589435972698
FBgn0000206	boss	CG8285	0	0	0	0	0	0	0	0
FBgn0000212	brm	CG5942	2.94400246301556	1.9519017836284	4.93636902327193	0.97577831695807	2.96482045184085	2.96508717560324	4.90962974166499	6.86576544264733
FBgn0000216	Brd	CG3096	0	0	0	0	0	0	0	0
FBgn0000221	brn	CG4934	2.94400246301556	1.9519017836284	0.987273804654386	0.97577831695807	1.9765469678939	0.988362391867748	3.92770379333199	1.96164726932781
FBgn0000227	Elba1	CG12205	0	0	0	0	0	0	0	0
FBgn0000228	Bsg25D	CG14025	1.96266830867704	3.9038035672568	2.96182141396316	1.95155663391614	1.9765469678939	1.9767247837355	1.96385189666599	1.96164726932781
FBgn0000229	bsk	CG5680	0.98133415433852	1.9519017836284	3.94909521861755	2.92733495087421	0.988273483946949	2.96508717560324	0.981925948332997	5.88494180798343
FBgn0000233	btd	CG12653	0	0	0	0	0	0	0	0
FBgn0000239	bur	CG9242	0.98133415433852	0.9759508918142	1.97454760930877	0	1.9765469678939	0.988362391867748	0.981925948332997	0.980823634663904
FBgn0000241	bw	CG17632	0	0	0	0	0	0	0	0
FBgn0000244	by	CG9379	3.92533661735408	6.8316562426994	5.92364282792632	8.78200485262263	2.96482045184085	3.95344956747099	5.89155568999798	7.84658907731123
FBgn0000246	c(3)G	CG17604	0	0	0	0	0.988273483946949	0	0	0
FBgn0000247	ca	CG31037	0.98133415433852	0	0	0	0	0	0.981925948332997	0.980823634663904
FBgn0000250	cact	CG5848	2.94400246301556	3.9038035672568	1.97454760930877	1.95155663391614	5.92964090368169	6.91853674307424	4.90962974166499	4.90411817331952
FBgn0000251	cad	CG1759	4.9066707716926	6.8316562426994	6.9109166325807	3.90311326783228	19.765469678939	19.767247837355	19.6385189666599	35.3096508479006
FBgn0000253	Cam	CG8472	128.554774218346	135.657173962174	137.23105884696	125.875402887591	312.294420927236	270.811295371763	278.866969326571	284.438854052532
FBgn0000256	capu	CG3399	4.9066707716926	6.8316562426994	5.92364282792632	5.85466990174842	6.91791438762864	1.9767247837355	8.83733353499697	7.84658907731123
FBgn0000257	car	CG12230	0.98133415433852	2.9278526754426	1.97454760930877	0	0.988273483946949	1.9767247837355	1.96385189666599	0.980823634663904
FBgn0000259	CkIIbeta	CG15224	9.8133415433852	3.9038035672568	8.88546424188948	7.80622653566456	10.8710083234164	9.88362391867748	10.801185431663	10.7890599813029
FBgn0000261	Cat	CG6871	155.050796385486	183.47876766107	171.785642009863	175.640097052453	89.9328870391723	81.0457161331553	75.6082980216408	73.5617725997928
FBgn0000273	Pka-C1	CG4379	17.6640147780934	6.8316562426994	15.7963808744702	11.7093398034968	16.8006492270981	12.8487110942807	13.746963276662	15.6931781546225
FBgn0000274	Pka-C2	CG12066	0	0	0	0	0	0	0	0
FBgn0000276	CecA1	CG1365	1.96266830867704	1.9519017836284	1.97454760930877	0	0	0.988362391867748	0.981925948332997	3.92329453865562
FBgn0000277	CecA2	CG1367	0.98133415433852	0	0	0.97577831695807	0	0	0	0.980823634663904
FBgn0000278	CecB	CG1878	0	0	0	0	0	0	0	0
FBgn0000279	CecC	CG1373	0	1.9519017836284	0	0	0	0	0	0
FBgn0000280	Cec-Psi1	CR32926	0	0	0	0	0	0	0	0
FBgn0000281	Cec2	CR32934	0	0	0	0	0	0	0	0
FBgn0000283	Cp190	CG6384	0	0	0	0	0.988273483946949	0	0	0.980823634663904
FBgn0000286	Cf2	CG11924	2.94400246301556	5.8557053508852	6.9109166325807	10.7335614865388	7.90618787157559	17.7905230536195	7.85540758666398	7.84658907731123
FBgn0000287	salr	CG4881	0	0	0	0	0	0	0	0
FBgn0000289	cg	CG8367	3.92533661735408	4.879754459071	4.93636902327193	4.87889158479035	0.988273483946949	3.95344956747099	2.94577784499899	5.88494180798343
FBgn0000299	Col4a1	CG4145	0	2.9278526754426	0	0	0.988273483946949	1.9767247837355	0	0
FBgn0000303	ChAT	CG12345	0.98133415433852	0	0	0.97577831695807	0	0	0	0
FBgn0000307	chif	CG5813	0	2.9278526754426	3.94909521861755	2.92733495087421	11.8592818073634	3.95344956747099	11.783111379996	0
FBgn0000308	chic	CG9553	92.2454105078209	92.715334722349	85.8928210049316	102.456723280597	93.8859809749601	86.9758904843618	64.8071125899778	87.2933034850875
FBgn0000316	cin	CG2945	0	0	1.97454760930877	1.95155663391614	0	0.988362391867748	0.981925948332997	0
FBgn0000317	ck	CG7595	0.98133415433852	0	0.987273804654386	0.97577831695807	5.92964090368169	1.9767247837355	0	0
FBgn0000318	cl	CG11024	6.86933908036964	18.5430669444698	12.834559460507	15.6124530713291	22.7302901307798	9.88362391867748	9.81925948332997	5.88494180798343
FBgn0000319	Chc	CG9012	8.83200738904668	12.6873615935846	6.9109166325807	8.78200485262263	5.92964090368169	12.8487110942807	9.81925948332997	9.80823634663904
FBgn0000320	eya	CG9554	0	0	0	0	0	0	0	0
FBgn0000326	clt	CG9858	0.98133415433852	0.9759508918142	0	1.95155663391614	2.96482045184085	1.9767247837355	0	2.94247090399171
FBgn0000330	cm	CG3035	0	11.7114107017704	3.94909521861755	3.90311326783228	1.9765469678939	0.988362391867748	0.981925948332997	1.96164726932781
FBgn0000337	cn	CG1555	0	0	0	0	0	0	0	0
FBgn0000339	cni	CG5855	54.9547126429571	33.1823303216828	63.1855234978807	42.9342459461551	21.7420166468329	15.813798269884	26.5120006049909	24.5205908665976
FBgn0000346	comt	CG1618	0	0	0	0	0	0	0	0
FBgn0000351	cort	CG11330	0	0	0	0	0	0	0	0
FBgn0000352	cos	CG1708	0.98133415433852	1.9519017836284	0.987273804654386	0	1.9765469678939	0	0	3.92329453865562
FBgn0000355	Cp15	CG6519	0	0	0	0	0	0	0	0
FBgn0000356	Cp16	CG6533	0	0	0	0	0	0	0	0
FBgn0000357	Cp18	CG6517	0	0	0	0	0	0	0	0
FBgn0000358	Cp19	CG6524	0	0	0	0	0	0	0	0
FBgn0000359	Cp36	CG1478	0	0	0	0	0	0	0	0
FBgn0000360	Cp38	CG11213	0	0.9759508918142	0	0	0.988273483946949	0	0	0
FBgn0000370	crc	CG8669	1.96266830867704	7.8076071345136	5.92364282792632	3.90311326783228	3.95309393578779	2.96508717560324	0.981925948332997	0.980823634663904
FBgn0000376	crm	CG2714	0	0	0	0	0	0	0	0
FBgn0000377	crn	CG3193	1.96266830867704	1.9519017836284	3.94909521861755	0.97577831695807	1.9765469678939	0	1.96385189666599	0
FBgn0000382	csw	CG3954	1.96266830867704	2.9278526754426	2.96182141396316	6.83044821870649	1.9765469678939	13.8370734861485	11.783111379996	3.92329453865562
FBgn0000384	cta	CG17678	0	0	0.987273804654386	0.97577831695807	0	2.96508717560324	0	1.96164726932781
FBgn0000392	cup	CG11181	0	0	0	0	0	0	0	0
FBgn0000394	cv	CG12410	0	0.9759508918142	0.987273804654386	2.92733495087421	3.95309393578779	9.88362391867748	1.96385189666599	1.96164726932781
FBgn0000395	cv-2	CG15671	0.98133415433852	0.9759508918142	0	1.95155663391614	0.988273483946949	0	2.94577784499899	4.90411817331952
FBgn0000404	CycA	CG5940	0.98133415433852	0	0.987273804654386	0.97577831695807	0	1.9767247837355	0.981925948332997	0.980823634663904
FBgn0000405	CycB	CG3510	0	0	0.987273804654386	0	0.988273483946949	0	0	0
FBgn0000406	Cyt-b5-r	CG13279	6.86933908036964	8.7835580263278	5.92364282792632	8.78200485262263	6.91791438762864	3.95344956747099	6.87348163833098	7.84658907731123
FBgn0000411	D	CG5893	0	0	0	0.97577831695807	0	0	0	0
FBgn0000412	D1	CG9745	7.85067323470816	5.8557053508852	2.96182141396316	7.80622653566456	1.9765469678939	6.91853674307424	4.90962974166499	2.94247090399171
FBgn0000414	Dab	CG9695	0	0	0.987273804654386	0.97577831695807	2.96482045184085	1.9767247837355	1.96385189666599	0
FBgn0000416	Sap-r	CG12070	11.7760098520622	12.6873615935846	8.88546424188948	10.7335614865388	13.8358287752573	10.8719863105452	16.692741121661	9.80823634663904
FBgn0000422	Ddc	CG10697	0.98133415433852	1.9519017836284	0	0	0	0	0.981925948332997	1.96164726932781
FBgn0000426	SmF	CG16792	4.9066707716926	4.879754459071	5.92364282792632	4.87889158479035	5.92964090368169	0	6.87348163833098	4.90411817331952
FBgn0000427	dec	CG2175	0	0	0	0	0	0	0	0
FBgn0000439	Dfd	CG2189	0	0	0	0	0	0	0	0
FBgn0000442	Pkg21D	CG3324	0	0	0	0	0	0	0	0
FBgn0000447	Dhod	CG9741	1.96266830867704	4.879754459071	0.987273804654386	0.97577831695807	2.96482045184085	1.9767247837355	0.981925948332997	0.980823634663904
FBgn0000448	Hr3	CG33183	0	0	0	1.95155663391614	0	0	0	0
FBgn0000449	dib	CG12028	0	0	0	0	0	0	0	0
FBgn0000451	ect	CG6611	0.98133415433852	0	0	0	0	1.9767247837355	0	0
FBgn0000454	Dip-B	CG9285	35.3280295561867	38.0620847807538	35.5418569675579	39.0311326783228	44.4723067776127	37.5577708909744	30.4397043983229	22.5589435972698
FBgn0000455	Dip-C	CG5663	45.1413710995719	62.4608570761088	67.1346187164983	48.7889158479035	31.6247514863024	21.7439726210905	22.5842968116589	28.4438854052532
FBgn0000459	disco	CG9908	3.92533661735408	3.9038035672568	0	3.90311326783228	0.988273483946949	0	1.96385189666599	0
FBgn0000463	Dl	CG3619	0.98133415433852	0	0.987273804654386	1.95155663391614	0	0.988362391867748	0.981925948332997	0
FBgn0000464	Lar	CG10443	0.98133415433852	1.9519017836284	0	0.97577831695807	0.988273483946949	1.9767247837355	0	2.94247090399171
FBgn0000473	Cyp6a2	CG9438	0	0	0	0	0	0	0	0
FBgn0000477	DNaseII	CG7780	0.98133415433852	1.9519017836284	0.987273804654386	3.90311326783228	0	0.988362391867748	1.96385189666599	1.96164726932781
FBgn0000479	dnc	CG32498	20.6080172411089	18.5430669444698	12.834559460507	12.6851181204549	18.777196194992	33.6043213235034	15.710815173328	12.7507072506308
FBgn0000482	dor	CG3093	0.98133415433852	0	0	0	3.95309393578779	0	0	0.980823634663904
FBgn0000489	Pka-C3	CG6117	0.98133415433852	0.9759508918142	0.987273804654386	3.90311326783228	11.8592818073634	15.813798269884	7.85540758666398	11.7698836159669
FBgn0000490	dpp	CG9885	1.96266830867704	0	0.987273804654386	0	0.988273483946949	1.9767247837355	0	0.980823634663904
FBgn0000492	Dr	CG1897	0	0	0	0	0	0	0	0
FBgn0000499	dsh	CG18361	2.94400246301556	3.9038035672568	5.92364282792632	2.92733495087421	1.9765469678939	5.93017435120649	2.94577784499899	0
FBgn0000500	Dsk	CG18090	0	0	0	0	0	0	0	0
FBgn0000504	dsx	CG11094	0	0	0.987273804654386	0	1.9765469678939	0.988362391867748	0.981925948332997	0
FBgn0000520	dwg	CG2711	1.96266830867704	3.9038035672568	0.987273804654386	0.97577831695807	1.9765469678939	0.988362391867748	3.92770379333199	0.980823634663904
FBgn0000524	dx	CG3929	0	0.9759508918142	0	0	0	0	0	0
FBgn0000527	e	CG3331	0.98133415433852	0.9759508918142	0	1.95155663391614	3.95309393578779	3.95344956747099	3.92770379333199	0
FBgn0000529	bsh	CG10604	0	0	0	0	0	0	0	0
FBgn0000533	ea	CG4920	0	0	0	0.97577831695807	0.988273483946949	0	0	0
FBgn0000535	eag	CG10952	0	0	0	0	0	0	0	7.84658907731123
FBgn0000536	eas	CG3525	19.6266830867704	11.7114107017704	13.8218332651614	7.80622653566456	7.90618787157559	8.89526152680973	8.83733353499697	6.86576544264733
FBgn0000541	E(bx)	CG32346	2.94400246301556	1.9519017836284	3.94909521861755	4.87889158479035	7.90618787157559	0.988362391867748	5.89155568999798	1.96164726932781
FBgn0000542	ec	CG2904	0	0	0	0	0	0	0	0
FBgn0000543	ecd	CG5714	1.96266830867704	3.9038035672568	1.97454760930877	5.85466990174842	2.96482045184085	0.988362391867748	1.96385189666599	1.96164726932781
FBgn0000546	EcR	CG1765	0.98133415433852	0.9759508918142	0.987273804654386	0.97577831695807	1.9765469678939	0.988362391867748	0.981925948332997	2.94247090399171
FBgn0000547	ed	CG12676	0	0	0.987273804654386	1.95155663391614	0	0.988362391867748	0.981925948332997	0
FBgn0000551	Edg78E	CG7673	0	0	0	0	0	0	0	0
FBgn0000552	Edg84A	CG2345	0	0	0	0	0	0	0	0
FBgn0000557	eEF1alpha2	CG1873	0	0	0	0	0	0	0	0
FBgn0000559	eEF2	CG2238	129.536108372685	110.282450775005	127.358320800416	132.705851106298	154.170663495724	121.568574199733	112.921484058295	122.602954332988
FBgn0000560	eg	CG7383	0	0	0	0	0	0	0	0
FBgn0000562	egl	CG4051	7.85067323470816	5.8557053508852	5.92364282792632	4.87889158479035	0.988273483946949	2.96508717560324	0.981925948332997	5.88494180798343
FBgn0000564	Eh	CG5400	0	0	0	0	0	0	0	0
FBgn0000565	MsrA	CG7266	11.7760098520622	27.3266249707976	18.7582022884333	25.3702362409098	20.7537431628859	21.7439726210905	14.728889224995	18.6356490586142
FBgn0000566	Eip55E	CG5345	15.7013464694163	13.6633124853988	13.8218332651614	21.4671229730776	11.8592818073634	21.7439726210905	17.6746670699939	11.7698836159669
FBgn0000567	Eip74EF	CG32180	0.98133415433852	2.9278526754426	2.96182141396316	2.92733495087421	3.95309393578779	1.9767247837355	0	0.980823634663904
FBgn0000568	Eip75B	CG8127	4.9066707716926	7.8076071345136	5.92364282792632	8.78200485262263	6.91791438762864	3.95344956747099	11.783111379996	4.90411817331952
FBgn0000575	emc	CG1007	23.5520197041245	19.519017836284	27.6436665303228	35.1280194104905	7.90618787157559	12.8487110942807	8.83733353499697	9.80823634663904
FBgn0000576	ems	CG2988	0	0	0	0	0	0	0	0
FBgn0000577	en	CG9015	0	0	0	0	0	0	0	0
FBgn0000578	ena	CG15112	10.7946756977237	6.8316562426994	8.88546424188948	7.80622653566456	11.8592818073634	1.9767247837355	6.87348163833098	2.94247090399171
FBgn0000579	Eno	CG17654	48.0853735625875	44.8937410234532	52.3255116466825	47.8131375309455	185.795414982026	181.858680103666	129.614225179956	188.31813785547
FBgn0000581	E(Pc)	CG7776	5.88800492603112	3.9038035672568	2.96182141396316	3.90311326783228	2.96482045184085	7.90689913494198	1.96385189666599	2.94247090399171
FBgn0000588	esc	CG14941	0	0	0	0.97577831695807	0	0	0	0
FBgn0000591	E(spl)m8-HLH	CG8365	0	0	0	0	0	0	0	0
FBgn0000592	Est-6	CG6917	0	0	0.987273804654386	0	0	0	0	0
FBgn0000594	Est-P	CG17148	0	0	0	0	0	0	0	0
FBgn0000606	eve	CG2328	0	0	0	0	0	0	0	0
FBgn0000611	exd	CG8933	3.92533661735408	4.879754459071	1.97454760930877	3.90311326783228	3.95309393578779	3.95344956747099	3.92770379333199	0.980823634663904
FBgn0000615	exu	CG8994	0.98133415433852	0.9759508918142	1.97454760930877	0.97577831695807	0.988273483946949	1.9767247837355	0	0
FBgn0000617	Taf9	CG6474	0	0.9759508918142	0.987273804654386	1.95155663391614	2.96482045184085	4.94181195933874	2.94577784499899	1.96164726932781
FBgn0000618	e(y)2	CG15191	0.98133415433852	0.9759508918142	0.987273804654386	0	0	1.9767247837355	0.981925948332997	0.980823634663904
FBgn0000625	eyg	CG10488	0	0	0	0	0	0	0	0.980823634663904
FBgn0000629	E(z)	CG6502	0	0.9759508918142	0.987273804654386	0.97577831695807	0	0	1.96385189666599	0
FBgn0000633	tei	CG17716	0	0	0	0	0	0	0	0
FBgn0000635	Fas2	CG3665	17.6640147780934	23.4228214035408	27.6436665303228	19.5155663391614	4.94136741973474	9.88362391867748	14.728889224995	6.86576544264733
FBgn0000636	Fas3	CG5803	3.92533661735408	4.879754459071	0.987273804654386	4.87889158479035	5.92964090368169	3.95344956747099	8.83733353499697	2.94247090399171
FBgn0000639	Fbp1	CG17285	0	0	3.94909521861755	0	0.988273483946949	0	0	0
FBgn0000640	Fbp2	CG3763	1.96266830867704	5.8557053508852	5.92364282792632	11.7093398034968	0	0	0.981925948332997	2.94247090399171
FBgn0000644	Fcp3C	CG4015	0	0.9759508918142	0	0	1.9765469678939	0	0	0
FBgn0000658	fj	CG10917	0	0	0	1.95155663391614	0	0	0	0
FBgn0000659	fkh	CG10002	7.85067323470816	2.9278526754426	5.92364282792632	8.78200485262263	10.8710083234164	10.8719863105452	9.81925948332997	9.80823634663904
FBgn0000662	fl(2)d	CG6315	1.96266830867704	0	1.97454760930877	0.97577831695807	0.988273483946949	2.96508717560324	0	0
FBgn0000667	Actn	CG4376	5.88800492603112	2.9278526754426	2.96182141396316	0.97577831695807	4.94136741973474	0	4.90962974166499	4.90411817331952
FBgn0000709	fliI	CG1484	3.92533661735408	0	0.987273804654386	1.95155663391614	2.96482045184085	0.988362391867748	2.94577784499899	2.94247090399171
FBgn0000711	flw	CG2096	18.6453489324319	18.5430669444698	11.8472856558526	20.4913446561195	18.777196194992	15.813798269884	11.783111379996	16.6740017892864
FBgn0000715	FMRFa	CG2346	0	0	0	0	0	0	0	0
FBgn0000719	fog	CG9559	0	0	0.987273804654386	1.95155663391614	0	0	1.96385189666599	0.980823634663904
FBgn0000721	for	CG10033	51.029376025603	68.316562426994	64.1727973025351	59.5224773344423	57.319862068923	69.1853674307424	64.8071125899778	64.7343598878177
FBgn0000723	FER	CG8874	11.7760098520622	7.8076071345136	22.7072975070509	12.6851181204549	18.777196194992	15.813798269884	10.801185431663	15.6931781546225
FBgn0000808	gd	CG1505	0	0	0	0	0	0	0	0
FBgn0000810	fs(1)K10	CG3218	0	0	0	0.97577831695807	0.988273483946949	0	0	0.980823634663904
FBgn0000826	png	CG11420	0	0	0	0.97577831695807	0	0	0	0
FBgn0000927	fs(1)Ya	CG2707	0	0	0	0	0	0	0	0
FBgn0000928	fs(1)Yb	CG2706	0	0	0	0	0	0	0	0
FBgn0000964	tj	CG10034	0	0	0	0	0	0	0	0
FBgn0000996	dup	CG8171	0	0	0	0	0	0.988362391867748	0	0
FBgn0001075	ft	CG3352	0	0	0	0	0.988273483946949	0	0	0
FBgn0001077	ftz	CG2047	0	0	0	0	0	0	0	0
FBgn0001078	ftz-f1	CG4059	9.8133415433852	11.7114107017704	3.94909521861755	9.7577831695807	1.9765469678939	6.91853674307424	4.90962974166499	6.86576544264733
FBgn0001079	fu	CG6551	1.96266830867704	0	0	0	0	0.988362391867748	0	0
FBgn0001083	fw	CG1500	0	0	0	0	0	0	0	0
FBgn0001084	fy	CG13396	0	0	0	0	0	0	0	0
FBgn0001085	fz	CG17697	1.96266830867704	0.9759508918142	1.97454760930877	0.97577831695807	3.95309393578779	9.88362391867748	1.96385189666599	7.84658907731123
FBgn0001086	fzy	CG4274	0	0	1.97454760930877	1.95155663391614	1.9765469678939	0.988362391867748	1.96385189666599	1.96164726932781
FBgn0001087	g	CG10986	11.7760098520622	11.7114107017704	9.87273804654386	15.6124530713291	4.94136741973474	3.95344956747099	2.94577784499899	10.7890599813029
FBgn0001089	Gal	CG9092	18.6453489324319	14.639263377213	17.770928483779	14.6366747543711	14.8241022592042	9.88362391867748	14.728889224995	9.80823634663904
FBgn0001090	bnb	CG7088	0	0	0	0	0	0	0	0
FBgn0001091	Gapdh1	CG12055	50.0480418712645	46.8456428070816	64.1727973025351	56.5951423835681	57.319862068923	51.3948443771229	48.1143714683169	54.9261235411786
FBgn0001092	Gapdh2	CG8893	100.096083742529	135.657173962174	114.523761339909	120.020732985843	112.663177169952	89.9409776599651	126.668447334957	133.392014314291
FBgn0001098	Gdh	CG5320	15.7013464694163	12.6873615935846	24.6818451163597	21.4671229730776	43.4840332936657	43.4879452421809	39.2770379333199	35.3096508479006
FBgn0001099	gdl	CG33756	0	0	0	0	0	0.988362391867748	0	0
FBgn0001104	Galphai	CG10060	25.5146880128015	24.398772295355	35.5418569675579	28.297571191784	27.6716575505146	21.7439726210905	43.2047417266519	27.4630617705893
FBgn0001105	Gbeta13F	CG10545	83.4134031187742	73.196316886065	110.574666121291	101.480944963639	96.850801426801	89.9409776599651	107.029928368297	94.1590689277348
FBgn0001108	DCTN1-p150	CG9206	2.94400246301556	3.9038035672568	4.93636902327193	4.87889158479035	0.988273483946949	2.96508717560324	3.92770379333199	7.84658907731123
FBgn0001112	Gld	CG1152	0	0	0	0	0	0	0	0
FBgn0001114	Glt	CG9280	0	0	0	0	0	0	0	0
FBgn0001120	gnu	CG5272	0	0	0	0	0	0	0.981925948332997	0
FBgn0001122	Galphao	CG2204	9.8133415433852	5.8557053508852	19.7454760930877	3.90311326783228	8.89446135552254	9.88362391867748	4.90962974166499	10.7890599813029
